Internals 	 minnodeR: 0 	 TSnode: 4 	 minnodeP: 8
Translation-X 1-12	1.0324175	1.04189496573	1.03241749917
Translation-Y 1-12	1.111635	1.14857510124	1.11163500083
Translation-Z 1-12	-1.50298333333	-1.51279058684	-1.50298333333
Rotation-A 1-12	3.04850272211e-07	-0.0247075511321	-1.69353505958e-07
Rotation-B 1-12	-1.05157907924e-07	0.01053237049	5.39269844719e-08
Rotation-C 1-12	-9.96794059677e-07	-0.0195056883961	-3.83613869953e-08
Distance 1-9	1.09196074594	1.1009004922	1.09630524183
Distance 1-2	1.53354850912	1.51564036223	1.5480241099
Distance 1-4	1.40278697977	1.39495078473	1.40263623583
Distance 1-8	1.09727242686	1.0956488384	1.09284522475
Distance 2-3	1.50696814405	1.53825587986	1.51583047091
Distance 2-12	1.09108559107	1.09514618303	1.10684362594
Distance 2-5	2.87263639241	2.21045564456	1.39758112401
Distance 2-11	1.09130739375	1.69441538202	2.65679827981
Distance 3-6	1.19869106004	1.18877587687	1.19251777946
Distance 3-10	1.10609551766	1.11417134691	1.11085619428
Distance 4-11	2.70240940521	1.2944903275	0.964702594593
Distance 4-5	1.42243469245	2.01347615185	2.76071737513
Distance 5-7	0.96743100324	0.962623421729	0.96813623318
Angle 2-1-9	1.94021247869	1.97063948467	1.92560431372
Angle 2-1-4	1.9555241682	1.71072435095	1.92616851688
Angle 2-1-8	1.92521602374	2.0133363406	1.90420510091
Angle 4-1-9	1.80401162897	1.93033653361	1.95444388901
Angle 4-1-8	1.92083966433	1.94996543852	1.84361801395
Angle 8-1-9	1.91469944841	1.88486315871	1.90752582649
Angle 1-2-3	1.92607404607	1.89112648033	1.89690237841
Angle 1-2-12	1.89615187856	2.02111707543	1.89510520804
Angle 1-2-11	1.92679942052	1.13041246273	0.814325662532
Angle 3-2-12	1.89073329333	1.65929532682	1.87927857237
Angle 3-2-11	1.911604922	2.60727870666	2.62950056242
Angle 5-2-12	2.56875788271	2.86638843849	1.91530790713
Angle 11-2-12	1.91201160737	2.00706126399	1.29215403916
Angle 2-3-10	1.98216133704	1.91422044162	1.95476644085
Angle 6-3-10	2.1216381196	2.13286308757	2.12835275733
Angle 1-4-11	0.925243297602	1.39182827747	1.91421543699
Angle 1-4-5	1.90408992132	1.56260613989	1.0687799706
Angle 5-4-11	1.76831534613	1.56851280226	1.76508653294
Angle 2-5-4	1.01079252673	1.09118750506	1.07072333202
Angle 2-5-7	1.9095878961	2.14677732397	1.88860086781
Angle 4-5-7	1.80954291488	1.30019024364	0.823366694382
Angle 2-11-4	1.12191275045	1.63605168233	1.1456000414
Out-of-Plane 2-1-5-12	0.288231564295	0.0333926525469	-0.550600289427
Out-of-Plane 2-3-5-12	-0.296534601053	0.122877826114	0.560139464226
Out-of-Plane 2-5-11-12	-0.0549962912025	0.0992211639511	0.631611509344
Out-of-Plane 3-2-6-10	-0.0138081724607	-0.0589137142971	0.00942551013763
Dihedral 9-1-2-3	-3.10326961886	2.24482874758	1.09221212363
Dihedral 9-1-2-12	1.10938660224	0.407052671298	-0.947388073806
Dihedral 9-1-2-5	-2.57452432396	-2.80987593267	-3.04843644267
Dihedral 9-1-2-11	-0.987580675141	-1.45904312136	-1.71974291126
Dihedral 4-1-2-3	-1.0944543906	-2.00608766782	-3.02183891483
Dihedral 4-1-2-12	3.1182018305	2.43932156307	1.22174619491
Dihedral 4-1-2-5	-0.565709095706	-0.777607040901	-0.879302173955
Dihedral 4-1-2-11	1.02123455312	0.573225770416	0.449391357457
Dihedral 8-1-2-3	1.05193992833	0.065815749988	-1.00356472852
Dihedral 8-1-2-12	-1.01858915775	-1.7719603263	-3.04316492596
Dihedral 8-1-2-5	1.58068522322	1.29429637691	1.13897201235
Dihedral 8-1-2-11	-3.11555643513	2.64512918823	2.46766554376
Dihedral 9-1-4-11	1.67445201107	1.35239132046	0.973935095209
Dihedral 9-1-4-5	-3.03872354797	2.92234864964	2.58235473659
Dihedral 2-1-4-11	-0.415982291161	-0.710997141787	-1.17853047082
Dihedral 2-1-4-5	1.15402745697	0.858960187398	0.429889170562
Dihedral 8-1-4-11	-2.56484885557	-2.83057654431	3.04872644534
Dihedral 8-1-4-5	-0.994839107437	-1.26061921513	-1.62603922046
Dihedral 1-2-3-6	2.21545545021	2.22103439692	1.85999009927
Dihedral 1-2-3-10	-0.949604443682	-1.01607349539	-1.26590918889
Dihedral 12-2-3-6	-1.99389556497	-1.97947091567	-2.37349098823
Dihedral 12-2-3-10	1.12422984832	1.06660649921	0.783795030796
Dihedral 5-2-3-6	1.75138070678	0.941929807209	-0.270448112264
Dihedral 5-2-3-10	-1.41367918711	-2.2951780851	2.88683790676
Dihedral 11-2-3-6	0.0907525505048	0.977331915051	2.36114308708
Dihedral 11-2-3-10	-3.07430734339	-2.25977597725	-0.76475620107
Dihedral 1-2-5-4	0.616647940032	0.573428570001	0.431361206885
Dihedral 1-2-5-7	2.26253167247	1.37293675924	0.333165978916
Dihedral 3-2-5-4	-3.07849975679	2.5346815865	2.54382653957
Dihedral 3-2-5-7	-1.43261602435	-2.94899553144	2.4456313116
Dihedral 12-2-5-4	1.74165572639	-2.82018125011	-1.65754487101
