file_name,RMSD,max_dis,max_Hdis,min_cross_dis,min_Hcross_dis,path_cross,Rtype
pp_0-pp_19_1,1.2051446642786872,2.0,3.0937797798399203,2.0,0.4877295123718915,2.0,0
pp_0-pp_4_0,1.1782483032219377,3.668774157223411,2.0,1.1462644220831235,2.0,0.9417411768376178,0
pp_0-pp_10_0,1.1173185507932941,3.1552097687633234,3.4227369591258254,0.9944719690853733,0.02306414329782196,2.0,0
pp_0-pp_13_1,0.8656944907341775,2.0,4.03482164878241,2.0,0.8812837885346103,2.0,1
pp_0-pp_8_1,1.106631605312054,3.866159740398143,3.548931539306728,1.1941212535488461,0.9791828116432635,2.0,1
pp_0-pp_13_3,0.9604404956673324,2.0,4.0920531480378495,2.0,0.9566506461244705,2.0,1
pp_0-pp_20_0,0.7313898142241725,2.0,3.9092557800432126,2.0,0.8647973419934977,2.0,1
pp_0-pp_14_1,0.756908021623876,2.9246695546785677,2.7696872467826,1.198347562880254,0.9654165481983138,2.0,1
pp_0-pp_22_0,1.3891055247255617,3.9069619690379764,2.0,0.8656650079192294,2.0,1.0834718926779205,0
pp_0_new-XSASRUDTFFBDDK_1_0,0.8117312107897569,2.591235810889143,2.0,0.6673893429871632,2.0,0.650626905165615,1
pp_0_new-XSASRUDTFFBDDK_18_0,0.897163648771859,2.0,4.494018280514487,2.0,0.9213323155227525,2.0,0
pp_0_new-XSASRUDTFFBDDK_5_0,1.1878244587880447,3.6726819520997425,2.0,1.0344326719494104,2.0,0.94096354475239,0
pp_0_new-XSASRUDTFFBDDK_25_0,1.469921713959735,4.504776142068893,2.0,0.44579876513596517,2.0,0.9516141571017163,0
pp_0_new-XSASRUDTFFBDDK_24_0,1.1840545319125395,3.8209012631685653,4.335112315769933,1.2351161263355845,0.6332529240582536,2.0,1
pp_0_new-XSASRUDTFFBDDK_37_0,1.721799966681568,4.290173019872221,4.17581428123905,0.525026121809634,0.24544945632133097,2.0,0
pp_0_new-XSASRUDTFFBDDK_34_0,1.168575354157598,3.535049175061077,2.0,0.8609352593343499,2.0,1.0486736532619425,0
pp_0_new-XSASRUDTFFBDDK_11_0,0.7908281495475196,2.4632027382860713,2.156984054546788,0.8075805491050668,0.7261534217241641,2.0,0
pp_0_new-XSASRUDTFFBDDK_36_0,1.7741547319401374,4.540342810698158,3.690465141862202,0.29756111909130667,0.9663093510734895,2.0,1
pp_0_new-XSASRUDTFFBDDK_23_0,0.9795063533534748,2.191906536397024,3.8788823678614537,1.5306940072398534,0.6794162466067596,2.0,0
pp_0_new-XSASRUDTFFBDDK_6_0,0.624872718894185,2.36126471130319,2.0,0.7780366799367684,2.0,0.4911914801762714,1
pp_0_new-XSASRUDTFFBDDK_21_0,1.5065136040364,4.5963270402559315,3.2679409396128967,0.23343587067118396,0.968672358608612,2.0,1
pp_0_new-XSASRUDTFFBDDK_15_0,1.0578464060327923,3.154428640118436,3.422721188954431,0.995030626788401,0.01632096915885525,2.0,0
pp_0_new-XSASRUDTFFBDDK_33_0,1.1773415620926515,2.8322827975680673,4.100406864430201,1.0824208217036715,0.5716538325190832,2.0,0
pp_0_new-XSASRUDTFFBDDK_4_0,1.0359489549203393,3.994740779399004,4.325201603441397,1.2190608688847107,0.8105221553182328,2.0,0
pp_0_new-XSASRUDTFFBDDK_22_0,0.6997268994887215,2.3092314907374485,2.0385731601784616,0.7841583870007097,0.7315049384964806,2.0,0
pp_0_new-XSASRUDTFFBDDK_7_0,1.3921167264330745,3.763844036806957,3.5187555208908727,1.1373123273143224,0.5530395584695206,2.0,1
pp_0_new-XSASRUDTFFBDDK_31_0,0.9752766981846179,2.8969300344029323,3.265107750917265,0.8284556840163533,0.9286451737213512,2.0,0
pp_0_new-XSASRUDTFFBDDK_9_0,1.8084861088723163,4.922562910901719,2.0,0.1338832083942964,2.0,0.2132210205659536,0
pp_0_new-XSASRUDTFFBDDK_13_2,1.3702299119979788,3.6302822872746416,2.0,0.9883799543916988,2.0,0.8483956833883111,0
pp_0_new-XSASRUDTFFBDDK_8_0,1.0242050055752117,3.331672627088871,2.719816452961486,0.6371936413412577,0.6638361362357416,2.0,0
pp_0_new-XSASRUDTFFBDDK_38_0,1.1203444436831898,2.9337918249596373,5.164717578841749,1.2950643057047697,0.5537351914108679,2.0,1
pp_0_new-XSASRUDTFFBDDK_26_0,1.3547389963525933,3.7419046234371067,2.0,0.025851458507626025,2.0,0.5351767771954226,0
pp_0_new-XSASRUDTFFBDDK_10_0,1.7745745757225402,5.028267552573198,3.092676482498437,0.05119625874502011,0.9826488347786417,2.0,1
pp_0_new-XSASRUDTFFBDDK_2_0,0.8063194369466419,2.850072918952387,2.0,1.0898473598840843,2.0,2.0,0
pp_0_new-XSASRUDTFFBDDK_19_0,1.115802933704716,2.4870076514558614,3.35351111113412,0.8618009225635974,0.9201358131220478,2.0,1
pp_0_new-XSASRUDTFFBDDK_30_0,0.8015526863324589,2.0,3.8883334191570134,2.0,0.9656585620560119,2.0,1
pp_0_new-XSASRUDTFFBDDK_27_0,1.2203699898096434,3.7069151888463123,3.5802205190130687,1.0451566602557045,0.8256378620460942,2.0,0
pp_0_new-XSASRUDTFFBDDK_13_0,1.5119370837937074,3.0345861184268674,2.0,0.7480405554073631,2.0,0.8489621866166676,0
pp_0_new-XSASRUDTFFBDDK_12_0,1.7766139654979713,3.583702982272332,2.0,0.45564039528190065,2.0,1.1629949025293325,0
pp_0_new-XSASRUDTFFBDDK_17_0,0.879843286259577,2.9172988240190616,2.8968026050729017,1.318402640810706,1.0115734640252083,2.0,1
pp_0_new-XSASRUDTFFBDDK_35_0,0.9782498405122448,2.7438894149363966,3.973314753061982,1.2215846445089265,0.3675363717706642,2.0,0
pp_0_new-XSASRUDTFFBDDK_34_1,0.7226723521509694,2.8198653580623314,3.6767742472172533,1.3178515045919992,0.7407281361708656,2.0,1
pp_0_new-XSASRUDTFFBDDK_28_0,2.03282053370878,4.63668557919019,3.9761215718586875,0.06007169884858041,0.3555838370998615,2.0,0
pp_0_new-XSASRUDTFFBDDK_11_1,0.6958699191332611,2.512578653037552,2.161020132113392,0.8494748077591318,0.7254328926194066,2.0,0
pp_0_new-XSASRUDTFFBDDK_13_1,0.9753898273222351,2.775415518602575,2.8587118991039513,1.114342417505357,0.57243015329009,2.0,0
pp_0_new-XSASRUDTFFBDDK_32_0,1.0591400971208793,3.0351700514798177,2.680945669609886,0.925985323018219,0.878603281514873,2.0,0
pp_0_new-XSASRUDTFFBDDK_1_1,0.5820455805682846,2.3875581946624878,2.2075674204289046,0.6554841430669015,0.6258799175887567,2.0,1
pp_0_new-XSASRUDTFFBDDK_29_0,0.5683318204591652,2.0,2.689758425044896,2.0,0.9169620855430446,2.0,1
pp_0_new-XSASRUDTFFBDDK_3_0,0.6041307848405131,2.5562565027519426,2.240895078779906,0.8105992402261952,0.6380772598040706,2.0,0
pp_1-LZBZEBHQVXRLLN_10_0,0.5515068083641466,2.325186855608723,2.0,0.8129666346155829,2.0,0.8066089293227695,0
pp_1-LZBZEBHQVXRLLN_12_0,0.7506343579503912,2.369224228869762,1.9932904427290357,0.8504097126322853,0.7394461787751934,2.0,0
pp_1-LZBZEBHQVXRLLN_5_0,1.3276665746208602,3.1662766762859507,3.8285381410791346,1.2579175889010394,0.3045276836333835,2.0,0
pp_1-LZBZEBHQVXRLLN_24_0,0.9327658860260355,3.0977592148119655,3.6517599696764287,1.3207820850008816,0.7888913412180499,2.0,0
pp_1-LZBZEBHQVXRLLN_21_0,1.19044509492092,3.7231967734354305,3.3384130412582964,0.9777561581302756,0.8369098880710557,2.0,0
pp_1-LZBZEBHQVXRLLN_3_0,1.081337143810721,2.919679098978541,3.2345559726244684,1.034566274715341,0.0896567068429424,2.0,0
pp_1-LZBZEBHQVXRLLN_2_0,1.4622323911209036,3.3312220649334363,2.0,1.0336067930255255,2.0,1.1829923856991977,1
pp_1-LZBZEBHQVXRLLN_23_0,1.1661795878489254,3.04875311756025,4.289491233071675,1.2692920601203694,0.5503446291714029,2.0,1
pp_1-LZBZEBHQVXRLLN_2_1,1.0094155749867522,2.9559922733908217,2.0,1.0163909289272601,2.0,1.2043981500210057,1
pp_1-LZBZEBHQVXRLLN_20_0,0.8511343696535987,2.0,3.423560598782371,2.0,0.9164297728636657,2.0,0
pp_1-LZBZEBHQVXRLLN_6_0,1.0481478473904944,2.849719256694057,2.0,1.0700730011351072,2.0,2.0,0
pp_1-LZBZEBHQVXRLLN_7_0,0.8205208295553021,2.3703374890483313,1.99898327626629,0.8184554690787071,0.6993350309826938,2.0,0
pp_1-LZBZEBHQVXRLLN_1_0,0.7878934783461994,2.364663585493609,2.0,0.8054390741370346,2.0,0.7169693593471784,1
pp_1-LZBZEBHQVXRLLN_15_0,0.6858613065666742,2.3296609064080087,1.9597665592784415,0.7751293779918699,0.7568268277946043,2.0,1
pp_1-LZBZEBHQVXRLLN_17_0,1.2417322896214968,3.725220875781142,4.212196416338014,0.9824724963478977,0.9695027719612646,2.0,0
pp_1-LZBZEBHQVXRLLN_9_0,1.2869254701043946,3.758107541212528,3.3630852109887597,0.013399942054241668,0.004990304330324036,2.0,0
pp_1-LZBZEBHQVXRLLN_14_0,1.1650298231614489,2.918756124026051,4.424196191240099,1.197836042103241,0.46470947144644936,2.0,1
pp_1-LZBZEBHQVXRLLN_25_0,1.117613686549449,4.075020696964602,5.018718619084896,0.7026223551434438,0.8794351892849162,2.0,1
pp_1-LZBZEBHQVXRLLN_18_0,1.230203703099352,4.11616208330475,3.578136014502616,0.7945162143418024,0.9651624838626476,2.0,1
pp_1-LZBZEBHQVXRLLN_8_0,1.2986083280551475,3.8831958366660655,3.664729707232105,1.07933333265947,1.024418543322396,2.0,0
pp_1-LZBZEBHQVXRLLN_19_0,1.0857133147792348,3.250394891075474,3.6895925464847115,1.1956884766534266,0.9269935384160058,2.0,1
pp_1-LZBZEBHQVXRLLN_13_0,1.0585606073198364,3.5694904149230418,3.554682723235091,1.0108964209905362,0.9120699560540715,2.0,0
pp_1-LZBZEBHQVXRLLN_4_0,1.2911900854297786,3.045389946025095,2.8342804477424326,1.269855248285911,1.075210885302277,2.0,0
pp_1-LZBZEBHQVXRLLN_16_0,1.335766858546906,3.768651682346832,2.0,0.900837151510991,2.0,1.0126544130059605,0
pp_1-LZBZEBHQVXRLLN_11_0,1.3409820607229577,3.095493032934451,3.2151757058210304,0.9229560416220531,0.008755033581281947,2.0,0
pp_1-LZBZEBHQVXRLLN_10_1,1.5567080849259123,3.9780102051527573,3.1033987308647006,0.6731585744927605,0.8970748916061985,2.0,1
pp_12-pp_102_2,1.5433337653374009,3.9085888985765753,4.091638324358994,0.8031474034881717,0.023396652471423373,2.0,0
pp_12-pp_125_0,0.6217124651296922,2.3199928454526875,1.9634109984130879,0.7612931177944049,0.7144994564838679,2.0,1
pp_12-pp_126_1,0.8225478219449833,3.0634550924936987,3.4134611493416442,1.2968790802005958,0.8980185060312841,2.0,1
pp_12-pp_1_3,1.0989597230561183,3.1747223727948453,2.0,0.8696059191061372,2.0,1.174696468221231,1
pp_12-pp_9_2,1.029780521431452,2.8408271057025933,2.739799321275697,1.2652521644595458,0.9911282546279303,2.0,1
pp_12-pp_31_3,0.9087679498967537,2.570912820503444,2.779217837834009,1.4214181314455858,0.8900755931479596,2.0,1
pp_12-pp_26_3,1.1788797266394113,4.038074631207746,3.8537074439046655,1.1957410690434658,0.9803027517610884,2.0,0
pp_12-pp_13_6,1.1012240268898894,3.860601881271597,4.5444768071473565,1.2220095667538056,0.5150471683347662,2.0,0
pp_12-pp_8_2,1.4802595764983637,3.7989810833120043,2.709544873496789,1.2321726270227449,0.9827944726056124,2.0,0
pp_12-pp_102_0,0.9267539098328267,3.4135198926206267,2.7159283649516515,1.0717463186526577,0.947962012594412,2.0,0
pp_12-pp_97_4,0.9714179199037315,3.125436103737537,4.2601596705714835,1.2121533547085936,0.5851709044126984,2.0,1
pp_12-pp_26_2,1.1518699565354273,3.8831907010604594,3.7553071457080365,1.0924615033112357,0.5556149783479422,2.0,0
pp_12-pp_97_5,1.3341556987971117,3.542677456592613,3.844507203221781,1.4117078542837955,0.979363343958855,2.0,0
pp_12-pp_28_2,1.1176448492432471,3.068528557121513,3.3164683195676803,1.1061966900358748,0.8833240546630405,2.0,0
pp_12-pp_96_5,1.3750353710838588,3.205963444404838,4.371713236577232,1.1399472513320463,0.30104157673740994,2.0,0
pp_12-pp_61_3,1.2785551965067214,3.2916585039658903,3.148104390450867,1.0727786650134383,0.9243248991697119,2.0,0
pp_12-pp_4_5,0.8133380814079153,2.742960013788287,2.0,1.0743243287546875,2.0,2.0,1
pp_12-pp_34_2,1.1358986391822248,3.331041120811315,2.6816967842783503,1.0468999404817034,0.9586253601370321,2.0,0
pp_12-pp_123_1,1.024550753205153,2.0,3.7655978706508604,2.0,0.9010024341651494,2.0,0
pp_12-pp_7_0,1.4008356495683434,3.444809752025592,3.448491858301502,1.2473983771987274,1.0366822883190367,2.0,1
pp_12-pp_7_4,1.0628613831006957,3.189863270285038,3.2496779008450214,1.3159564090141027,1.075760485717943,2.0,1
pp_12-pp_34_6,1.2108129874034048,4.078588517400888,3.230329653446153,1.2030441538606986,0.9661843999800994,2.0,0
pp_12-pp_8_6,1.4838077272523604,3.8268086854376393,2.7103723777879534,1.2177752766178305,0.9823944190387789,2.0,0
pp_12-pp_13_0,1.1727624611581284,2.8032041564733827,4.228216062975345,1.309430119015017,0.8373936863778664,2.0,0
pp_12-pp_27_3,0.9746459236798986,3.1490409106740005,2.0,0.9270984560249955,2.0,0.8270621894578091,1
pp_12-pp_13_7,0.8932848320966152,2.865565372175677,3.6399109676488273,1.2920109588733433,1.0502237599281705,2.0,1
pp_12-pp_127_0,0.8483054959251414,2.0,2.7813978591658253,2.0,0.5977144725293126,2.0,1
pp_12-pp_1_7,1.2398826221389403,3.2846199988070404,2.0,0.9350647632031638,2.0,1.1495826656151644,0
pp_12-pp_123_0,0.8306206929480757,2.0,3.036252884609581,2.0,0.9437716810728067,2.0,1
pp_12-pp_31_2,1.297370946336217,3.99256813444778,2.0,0.7471847887955276,2.0,0.6985286892704053,0
pp_12-pp_96_6,0.9650807891703028,2.7884425586721564,4.364259481145001,1.312314512396299,0.315673237730966,2.0,0
pp_12-pp_124_0,0.9996623012043404,3.172580597407579,3.011707665126227,1.151413742615629,0.9073302032366559,2.0,0
pp_12-pp_13_1,1.2972993115206513,3.635031367893392,4.073818743469523,1.1189508062613072,1.0746438325461554,2.0,1
pp_12-pp_108_5,1.219290006475119,3.0869055569487145,4.217426811590082,1.272182342181851,0.9936556990939719,2.0,1
pp_12-pp_126_0,0.9324324577998514,2.776347949140272,3.1572871068517907,1.3139349158745104,0.9004336852108568,2.0,1
pp_12-pp_32_2,1.1247548074743028,3.596546168214901,3.948856779339784,0.9758934406115256,0.35590589570175735,2.0,1
pp_12-pp_108_4,1.2964165933806915,3.778563746886437,4.008145407115055,1.252762698362887,0.9136806614507393,2.0,0
pp_12-pp_9_4,1.16651246479695,3.7502169003891423,3.1896611476912238,1.182021562790097,1.0186953141357034,2.0,1
pp_13-pp_20_2,0.8054091386716865,2.0,3.2676936779011445,2.0,0.3437499697652417,2.0,1
pp_13-pp_12_0,1.442235987487842,2.7570665501574743,4.781454993754975,1.301034490552751,0.9929800648404807,2.0,1
pp_13-pp_127_1,0.9272784631891093,2.2764730428356903,2.468198157263808,1.3302718076759619,0.6840903309050149,2.0,1
pp_13-pp_8_4,1.2489558462322592,3.394680457899115,4.800204070498719,1.329850637330372,0.30509114775678753,2.0,0
pp_13-pp_73_0,0.931630608825097,2.7617985279360187,2.0,1.0809574819355483,2.0,2.0,1
pp_13-pp_135_0,1.4622485640802232,3.2674563849403193,2.0,0.7204222860615647,2.0,0.011199000148978606,0
pp_13-pp_97_6,1.372647011159906,3.337325721403446,3.873669841960544,1.0925620714776767,0.013288668660203217,2.0,0
pp_13-pp_138_0,1.243445384415609,2.904861941622152,3.580078818275185,1.4098174354939947,0.3266236829013745,2.0,0
pp_13-pp_129_0,1.2899346306071489,3.0542294087939696,3.21635722248415,1.0413581048606926,0.7780433478194966,2.0,0
pp_13-pp_8_0,1.1709752226699837,3.447930836487988,4.574086283562748,1.3236198661098644,0.532834966610408,2.0,0
pp_13-pp_136_0,0.7148279213108555,2.603569309895449,3.1904061085655586,1.2229571793495897,0.11067887925424576,2.0,0
pp_13-pp_123_2,1.566545043278581,4.029360981448033,3.8319217825851277,0.9988902208834006,0.9917192361034501,2.0,0
pp_13-pp_104_4,0.8375983865859428,2.9989317075905904,4.068845670632638,1.3474902621048517,0.5841803052548484,2.0,0
pp_13-pp_128_0,1.2149117815892445,2.0,3.5553788374616087,2.0,0.9215729688286588,2.0,0
pp_13-pp_108_6,0.8644126701869973,3.139571528162361,3.440323285755146,1.2017749852769901,0.947202337181973,2.0,1
pp_13-pp_126_2,0.918091374871687,2.0,3.707531061280616,2.0,0.7947190217765472,2.0,1
pp_13-pp_104_0,0.9251482534348004,2.7696737830136717,3.3001075345587148,1.3282195303092466,0.5565489608429557,2.0,0
pp_13-pp_94_0,1.7821518312003433,3.6969917612146372,2.0,0.0006854013216346483,2.0,0.6793322169026338,1
pp_13-pp_103_2,0.9508624174486472,2.9775737634020083,3.2116403764275976,1.2064890693247077,0.9782053739449467,2.0,1
pp_13-pp_133_0,1.0645711095700243,2.0,3.7699473948489155,2.0,0.956865047941156,2.0,1
pp_13-pp_132_0,0.6708497758280813,2.0,2.571392077076373,2.0,0.9247500198554209,2.0,1
pp_13-pp_130_0,0.6728514846571095,2.3275363281805075,2.0951410668258115,0.6910263408528279,0.6216800414683759,2.0,1
pp_13-pp_12_9,1.1631468336669684,2.791329311186724,4.131989017837018,1.3109444101131795,0.8547134122864144,2.0,0
pp_13-pp_126_0,0.6938395499410694,2.0,3.7420913403069935,2.0,0.003601274946705243,2.0,1
pp_13-pp_135_1,0.8879774504362764,3.118747872808353,3.1153147463279565,1.3691252539297292,0.11767431895782945,2.0,1
pp_14-pp_72_4,1.4633088822315048,4.119941402141024,4.524290577801313,1.1469214815744113,0.9684278312019461,2.0,0
pp_14-pp_140_2,1.7245449244932545,3.7232571963837073,5.226850129220717,0.882134892613149,0.3290922342017349,2.0,0
pp_14-pp_73_5,0.965833768694257,3.1969507025149797,3.7876786790823243,1.49593832686101,0.9526581181257114,2.0,0
pp_14-pp_140_1,1.20867037010644,3.7113144766510695,4.034806468210658,0.892345192268675,0.9177848793844949,2.0,1
pp_14-pp_129_4,0.71606170433315,2.0,3.506361529039044,2.0,0.904837242081546,2.0,1
pp_14-pp_104_5,0.6498270400450464,2.0,2.5693322494877653,2.0,0.9255514815341822,2.0,1
pp_14-pp_140_3,1.4094343531909992,3.7232571963837073,4.512373232649067,0.882134892613149,0.8238738225001734,2.0,1
pp_14-pp_104_6,0.702922289051705,2.0,2.5809648944328396,2.0,0.9215661582770952,2.0,1
pp_14-pp_15_4,1.2095838595222006,3.3277147749218763,5.381893164083281,1.4324009420335073,0.0609860024611816,2.0,0
pp_14-pp_73_0,1.207470304623159,3.1257305927102714,3.5142910514330077,1.493028994201062,0.22087289066024524,2.0,0
pp_14-pp_129_1,0.7418977647606954,2.0,3.9114502502999997,2.0,0.8566739041121008,2.0,1
pp_14-pp_15_3,0.907564395467797,3.2013323557027507,2.628222427572647,1.4207457112095256,0.8347754909108033,2.0,1
pp_14-pp_15_0,1.0518631934295375,3.358446525449006,2.4829220256462423,1.4035258331649696,0.8959179086808907,2.0,1
pp_14-pp_4_5,1.599656149100221,4.336722621441344,5.829423732666644,1.3979479374191228,0.30828242138704076,2.0,0
pp_14-pp_4_6,1.1585334852048539,3.3538233270062268,4.150261583839616,0.9307374833339347,0.11705983483427163,2.0,0
pp_14-pp_34_2,1.3909607030094504,3.181075509667062,2.0,0.7910420698838806,2.0,2.0,0
pp_14-pp_15_2,1.0699406765081099,3.6396573615850722,4.2111611723013205,0.9650340063624799,0.8941907916530494,2.0,1
pp_14-pp_129_2,0.7741614246884763,2.0,3.7191093645459867,2.0,0.882199075064425,2.0,1
pp_14-pp_104_0,0.620014579393137,2.0,2.5732072976534304,2.0,0.9253903426147942,2.0,1
pp_14-pp_61_0,1.1591513769760775,4.045317662122183,3.3742225893605857,0.7335132126300513,0.8779116819588695,2.0,1
pp_14-pp_53_3,1.191215226119256,2.571410920592708,2.196648202589254,0.8090705542840304,0.6968537771901658,2.0,0
pp_14-pp_129_3,0.7175076454798579,2.0,3.5145442394989987,2.0,0.9053199766684983,2.0,1
pp_14-pp_61_4,2.043057841398749,5.623699166678723,4.2197708194083345,0.25517489027858814,0.9344359483677358,2.0,0
pp_14-pp_73_1,1.22220798737851,3.1508925731234907,3.913099671686132,1.4931806043176146,0.12552432908502695,2.0,0
pp_14-pp_72_5,1.3452115259294002,3.732905523790287,4.099015824778222,1.292439432909337,0.06205719200632503,2.0,0
pp_14-pp_34_0,0.8856149533235779,2.9435960250133992,2.0,1.051836144390654,2.0,2.0,1
pp_14-pp_140_0,1.3763256580653158,3.7113144766510695,4.330595818954221,0.892345192268675,0.7882319982296575,2.0,1
pp_14-pp_4_0,1.2747355351319773,3.6672856355213335,4.058293114246773,1.2007155864646974,0.6902311359817199,2.0,0
pp_14-pp_72_3,1.3288674959603666,3.745891835944217,3.952989134687896,1.3164112113895694,0.7944396301268155,2.0,0
pp_14-pp_73_4,1.2785082680767692,3.10822188070284,4.880737948989694,1.499764888819867,0.7898939504523784,2.0,0
pp_14-pp_139_1,1.4317818940101614,4.043356569138627,4.073705012899103,0.5564876818155645,0.6952771299335144,2.0,1
pp_14-pp_53_0,0.6100270585975431,2.542986249758974,2.1884668699331518,0.8180037904349308,0.7013514113897416,2.0,0
pp_14-pp_139_0,1.1468818331990283,3.313234601182905,2.860305698016509,1.495399133184405,0.6951410028534212,2.0,0
pp_14-pp_104_7,0.8154208384455419,2.0,2.567645186016784,2.0,0.9216894640442765,2.0,1
pp_14-pp_4_3,1.1715797941528001,3.1349419410768733,4.298997678004516,1.054736452228296,0.2713021372351748,2.0,0
pp_14-pp_72_0,1.3479673837312065,3.7113144766510695,3.5793942309087834,0.892345192268675,0.7743756799204298,2.0,0
pp_16-pp_151_1,1.208451807427885,3.736455347219815,2.5467471874852903,1.397078218390024,1.053854174749778,2.0,0
pp_16-pp_92_0,1.20477135407212,3.3106540809589258,3.088308257824381,0.6552566025476919,0.061050264559646475,2.0,0
pp_16-pp_153_1,0.8539951030065596,3.5888198251485703,2.5339960096854877,1.520230031369189,1.050899068837448,2.0,0
pp_16-pp_127_3,0.7308148525840586,2.0,3.7320097730532407,2.0,0.8933665057268642,2.0,0
pp_16-pp_147_0,1.3112681632680145,3.7968326995081982,2.0,1.20432922963732,2.0,1.0131971809511606,0
pp_16-pp_143_1,0.8047873526238809,2.3170924586454356,1.958401975905889,0.7918829777078434,0.7662772761775422,2.0,0
pp_16-pp_98_1,0.8661344080242291,3.229836472321885,2.704964420831903,1.2916922477361477,0.9739434934024682,2.0,1
pp_16-pp_127_1,0.9611010293215472,2.0,3.9548898478437597,2.0,0.8659329237524194,2.0,0
pp_16-pp_98_2,1.0004864109831717,3.243788522127145,2.706521766758602,1.2822183006090244,0.9737342646447423,2.0,1
pp_16-pp_143_0,0.8141708763665768,2.3170049564245105,1.9589620569346589,0.7924367100198975,0.7658944101376977,2.0,0
pp_16-pp_127_5,0.7272064806083568,2.0,3.6995330323965074,2.0,0.8858154968429828,2.0,1
pp_16-pp_151_0,1.218988196257043,3.763184574301286,2.546716669650487,1.393525125852482,1.0537787699756547,2.0,0
pp_16-pp_150_1,0.9170041592787403,3.160854240519065,2.953927201825776,1.3470572621795465,0.9441376876297355,2.0,0
pp_16-pp_150_0,0.880886884616802,3.2373391382129406,3.0734405352008807,1.407243151768059,0.9574543040152571,2.0,1
pp_16-pp_155_0,1.0941825366655913,2.9226966040785056,2.0,1.0839545093250622,2.0,2.0,0
pp_16-pp_153_2,0.8984189742368712,3.5784766795906133,2.5331489060571384,1.5175035345540269,1.0512004867860403,2.0,0
pp_16-pp_149_0,1.0589866053525194,3.4769314640088886,2.0,0.8983855265532046,2.0,0.0,1
pp_16-pp_146_0,1.1840860372354611,3.5830062149285116,2.0,1.1727019774502707,2.0,1.1200542193422511,0
