Internals 	 minnodeR: 0 	 TSnode: 3 	 minnodeP: 6
Translation-X 1-9	-1.37984555556	-1.33603469412	-1.37984555556
Translation-Y 1-9	-0.0398333333333	-0.0741049189913	-0.0398333311111
Translation-Z 1-9	1.32854555556	1.32403865979	1.32854555667
Rotation-A 1-9	-5.39029658866e-09	-0.016731659793	8.61399320521e-10
Rotation-B 1-9	9.12210694121e-08	-0.010222616333	1.44856830135e-09
Rotation-C 1-9	1.66943616887e-08	-0.00245690345186	9.98114578188e-10
Distance 1-2	1.49202708176	1.50680981309	1.49653251559
Distance 1-3	2.49097496481	2.43550847908	1.49640483442
Distance 1-5	1.08727884371	1.06915408468	1.07937398225
Distance 1-6	1.08996360092	1.07437576458	1.07937820046
Distance 1-7	1.08997042124	1.85605087025	2.22196760486
Distance 2-3	1.31920195638	1.4510658826	1.49650270957
Distance 2-4	1.08297431301	1.08429996312	1.07932790547
Distance 2-7	2.12952020095	1.18562819922	1.079339876
Distance 3-9	1.07676945357	1.07807295017	1.07946676327
Distance 3-8	1.07812940085	1.06948306348	1.07935269446
Angle 2-1-5	1.93836635029	2.07284543048	2.06497904158
Angle 2-1-6	1.92255122178	2.16183468353	2.06601586566
Angle 2-1-7	1.92256111413	0.691185861123	0.441856768289
Angle 3-1-5	1.48762464596	1.68031639955	2.06466432363
Angle 3-1-6	2.11679620841	2.28095514847	2.06464376341
Angle 3-1-7	2.11679453067	1.08069731659	1.22736540651
Angle 5-1-6	1.90095018137	2.02956955131	1.98214817913
Angle 5-1-7	1.90094899662	1.70579310224	1.62312231941
Angle 6-1-7	1.87720640326	2.41982020245	2.39378371288
Angle 1-2-4	2.01062943852	2.08308469334	2.06508901253
Angle 1-2-7	0.501220915386	1.50602585723	2.06507526521
Angle 3-2-4	2.09689978735	2.03195446111	2.06518331736
Angle 3-2-7	2.34734187673	2.0576095751	2.0651408244
Angle 1-3-9	2.64705738863	2.48116416812	2.06526043436
Angle 2-3-9	2.13186252638	2.05713542118	2.06476789663
Angle 8-3-9	2.02774857732	2.06469499989	1.98246864549
Angle 1-7-2	0.71781062407	0.944380935234	0.63466062009
Out-of-Plane 1-2-3-5	7.35304919278e-06	-0.346315324248	-0.44642577739
Out-of-Plane 2-1-3-4	2.66059835051e-05	-0.340655389513	-0.446237748924
Out-of-Plane 2-4-7-3	0.230893438044	0.513621962038	0.377332943199
Out-of-Plane 3-1-2-9	-0.000107580209282	0.352911132186	0.446347988233
Out-of-Plane 3-1-2-8	-2.1278662772e-05	-0.322135643944	-0.446400435158
Out-of-Plane 3-1-8-9	7.29776911076e-05	-0.116026535877	-0.347199218508
Out-of-Plane 3-2-8-9	9.43617229708e-05	0.137620928261	0.347563550191
Dihedral 3-1-2-4	-3.14154560271	2.43459557215	1.88727309628
Dihedral 3-1-2-7	-2.10757550396	-2.06794186338	-1.88722739298
Dihedral 5-1-2-3	-1.54045625898e-05	0.933549323119	1.88673274755
Dihedral 5-1-2-4	-3.14156100727	-2.91504041191	-2.50917946335
Dihedral 5-1-2-7	-2.10759090852	-1.13439254026	-0.000494645428916
Dihedral 6-1-2-3	-2.10760120853	-1.9921534844	-1.88626075006
Dihedral 6-1-2-4	1.03403849594	0.44244208775	0.00101234621818
Dihedral 6-1-2-7	2.06800859469	2.22308995941	2.50969716414
Dihedral 7-1-2-3	2.10757550396	2.06794186338	1.88722739298
Dihedral 7-1-2-4	-1.03397009875	-1.78064787166	-2.50868481792
Dihedral 2-1-3-9	0.000218505919448	-1.04855543207	-1.88675031832
Dihedral 2-1-3-8	3.14155171921	2.42163549679	1.88720858132
Dihedral 5-1-3-2	3.14157822814	-2.35379563768	-1.88725081581
Dihedral 5-1-3-9	-3.14138857312	2.88083423743	2.50918417305
Dihedral 5-1-3-8	-5.53598333888e-05	0.067839859109	-4.22344898608e-05
Dihedral 6-1-3-2	1.23447380931	1.60796516579	1.8885191221
Dihedral 6-1-3-9	1.23469231523	0.559409733723	0.00176880377957
Dihedral 6-1-3-8	-1.90715977866	-2.2535846446	-2.50745760376
Dihedral 7-1-3-2	-1.23450426251	-0.688059090646	-0.446255788607
Dihedral 7-1-3-9	-1.23428575659	-1.73661452271	-2.33300610693
Dihedral 7-1-3-8	1.9070474567	1.73357640615	1.44095279271
Dihedral 3-1-7-2	0.453433862524	0.588020271341	1.0635462189
Dihedral 5-1-7-2	2.12989394843	2.21139884659	3.14115659237
Dihedral 6-1-7-2	-2.09562919563	-1.52059572232	-0.869873550284
Dihedral 1-2-3-9	-3.14147016712	2.49631732353	1.88756102619
Dihedral 1-2-3-8	-4.80636229601e-05	-0.886131052288	-1.88686693039
Dihedral 4-2-3-1	3.14154342351	-2.45719147801	-1.88711784783
Dihedral 4-2-3-9	7.32563936284e-05	0.0391258455206	0.000443178357008
Dihedral 4-2-3-8	3.14149535989	2.93986277689	2.50920052896
Dihedral 7-2-3-1	0.617323783543	1.6942235319	1.887119466
Dihedral 7-2-3-9	-2.52414638358	-2.09264445175	-2.50850481499
Dihedral 7-2-3-8	0.61727571992	0.808092479614	0.000252535609378
Dihedral 3-2-7-1	-1.43627402357	-1.94874294534	-1.20802192328
Dihedral 4-2-7-1	2.236350812	2.0812767634	2.53744034287
Angle 2-1-3	0.450741704381	0.590554912661	1.04722380979
Angle 1-2-3	2.17565608037	1.93450122145	1.04711053343
Angle 4-2-7	1.72244864044	1.78535694157	1.9820794067
