Internals 	 minnodeR: 0 	 TSnode: 3 	 minnodeP: 6
Translation-X 1-9	-1.37984444444	-1.36444500417	-1.37984444556
Translation-Y 1-9	-0.0398222222222	-0.0784465921017	-0.0398222211111
Translation-Z 1-9	1.32854444444	1.36785752392	1.32854444333
Rotation-A 1-9	-9.52694807789e-09	-0.00888799933049	8.27293548171e-10
Rotation-B 1-9	6.33870344941e-08	-0.014577250784	4.46247064768e-10
Rotation-C 1-9	-7.27131522681e-08	-0.000523963628783	1.59441930826e-09
Distance 1-2	1.49202707293	1.44413382929	1.49650135724
Distance 1-3	2.49097522291	2.18834912973	1.49673677355
Distance 1-5	1.08997087173	1.84851244364	2.22140572972
Distance 1-6	1.08996308311	1.09246297491	1.07898204228
Distance 1-7	1.08727892259	1.06863736647	1.07950900733
Distance 2-3	1.3192019206	1.43148813738	1.49580815084
Distance 2-4	1.08297439571	1.06822952782	1.07913805381
Distance 2-5	2.12951332433	1.55796158569	1.07937897683
Distance 3-9	1.078129487	1.06532118894	1.07915529982
Distance 3-8	1.07676948126	1.08454604024	1.07965164307
Angle 2-1-5	1.92255105969	0.95696636083	0.442218537002
Angle 2-1-6	1.92256118461	2.04151259246	2.06437086512
Angle 2-1-7	1.93836643401	2.21373621356	2.06438514404
Angle 3-1-5	2.11680077055	1.40228306303	1.22727908525
Angle 3-1-6	2.11678977441	2.19209842635	2.06504171117
Angle 3-1-7	1.48762494604	1.71236957608	2.06538751872
Angle 5-1-6	1.87720638783	2.31453031209	2.39189470275
Angle 5-1-7	1.90094913429	1.67953925154	1.62216664998
Angle 6-1-7	1.90095006491	2.00582995086	1.9830733183
Angle 1-2-4	2.01062898627	2.19920035564	2.06535147984
Angle 1-2-5	0.501224932919	1.32480863399	2.06419240474
Angle 3-2-4	2.09689978041	2.15421310552	2.06618345281
Angle 3-2-5	2.34736056168	2.13166121054	2.06537861484
Angle 1-3-8	2.64705759146	2.52025967841	2.06373969253
Angle 2-3-9	2.1235741484	2.22321868017	2.06580805523
Angle 8-3-9	2.02774813448	2.04046996732	1.98307034548
Angle 1-5-2	0.71781666098	0.85981765877	0.635181711847
Out-of-Plane 1-2-3-7	-1.35538913342e-05	-0.305808833668	-0.446401559275
Out-of-Plane 2-1-3-4	-4.64820470801e-05	-0.266922827906	-0.445913482779
Out-of-Plane 2-4-5-3	0.230846380283	0.343660470029	0.376351186293
Out-of-Plane 3-1-2-9	4.29944477442e-05	-0.291216902262	-0.446391078249
Out-of-Plane 3-1-2-8	0.000191366568691	0.292913631817	0.446703221742
Out-of-Plane 3-1-9-8	-0.000132597851451	-0.101404754945	-0.348872865163
Out-of-Plane 3-2-8-9	0.000175706521022	-0.155310491234	-0.345533078879
Dihedral 3-1-2-4	3.14151045327	2.50832733057	1.88857779347
Dihedral 3-1-2-5	-2.10761283043	-2.1120274919	-1.88809886165
Dihedral 5-1-2-3	2.10761283043	2.1120274919	1.88809886165
Dihedral 5-1-2-4	-1.03406202349	-1.6628304847	-2.50650865206
Dihedral 6-1-2-3	-2.10756395755	-1.99295589816	-1.8872078143
Dihedral 6-1-2-4	1.03394649571	0.515371432411	0.00136997916446
Dihedral 6-1-2-5	2.0680085192	2.17820191711	2.50787863122
Dihedral 7-1-2-3	2.8395262107e-05	0.911613424019	1.88762179639
Dihedral 7-1-2-4	3.14153884853	-2.86324455259	-2.50698571732
Dihedral 7-1-2-5	-2.10758443517	-1.20041406789	-0.000477065260973
Dihedral 2-1-3-9	-3.14150994394	2.48988643542	1.88864919416
Dihedral 2-1-3-8	-0.000388684214043	-0.949888704201	-1.88803638536
Dihedral 5-1-3-2	-1.23446212579	-0.790465570745	-0.446499634565
Dihedral 5-1-3-9	1.90721323745	1.69942086467	1.4421495596
Dihedral 5-1-3-8	-1.23485081	-1.74035427495	-2.33453601993
Dihedral 6-1-3-2	1.23451557633	1.58820260662	1.8861025577
Dihedral 6-1-3-9	-1.90699436761	-2.20509626515	-2.50843355532
Dihedral 6-1-3-8	1.23412689211	0.638313902414	-0.00193382766595
Dihedral 7-1-3-2	-3.14156606312	-2.44832489344	-1.8859704036
Dihedral 7-1-3-9	0.000109300120531	0.0415615419791	0.00267879056054
Dihedral 7-1-3-8	3.14123055984	2.88497170954	2.50917851821
Dihedral 3-1-5-2	0.453424668414	0.596244734819	1.06241142266
Dihedral 6-1-5-2	-2.09563544866	-1.67662537218	-0.871456286938
Dihedral 7-1-5-2	2.12988776792	2.2927773836	3.14117197676
Dihedral 1-2-3-9	9.71145891523e-05	-0.859573353794	-1.88548768466
Dihedral 1-2-3-8	3.14137477138	2.59983129934	1.88554875955
Dihedral 4-2-3-1	-3.14150664609	-2.5306806893	-1.88720932631
Dihedral 4-2-3-9	-3.1414095315	2.89293126409	2.51048829621
Dihedral 4-2-3-8	-0.000131874704579	0.0691506100385	-0.00166056675439
Dihedral 5-2-3-1	0.617326252252	1.37904166695	1.88614723603
