Internals 	 minnodeR: 0 	 TSnode: 5 	 minnodeP: 8
Translation-X 1-12	1.03241666667	0.945451248783	1.03241666667
Translation-Y 1-12	1.111625	1.16322828641	1.11162500167
Translation-Z 1-12	-1.502975	-1.54883882408	-1.502975
Rotation-A 1-12	2.64505995862e-08	-0.0405998045717	3.20461345178e-07
Rotation-B 1-12	6.8234280352e-06	-0.0770926715169	-6.49011078233e-07
Rotation-C 1-12	1.17363055443e-05	0.0123338990138	-1.16428060788e-06
Distance 1-9	1.09255082692	1.09526004092	1.09175484976
Distance 1-2	1.52935750145	1.49886115987	1.50830469675
Distance 1-4	1.40215035779	1.412707885	1.41624381402
Distance 1-8	1.0968434456	1.09825861802	1.09932011375
Distance 2-3	1.49685911611	1.3704842665	1.3306400087
Distance 2-12	1.09362931478	1.71142219386	2.48399575322
Distance 2-11	1.09341036714	1.08584980787	1.07642899662
Distance 3-6	1.19816602493	1.30434323115	1.34294888426
Distance 3-10	1.10849237403	1.09176142909	1.08173453372
Distance 4-5	1.42975474645	1.4341768516	1.43319097935
Distance 5-7	0.965720104787	0.965349581511	0.965373248451
Distance 6-12	3.09377341574	1.49723500114	0.97282641711
Angle 2-1-9	1.93453124528	1.95968534592	1.91728244665
Angle 2-1-4	1.9691064186	1.92826965484	2.01623031387
Angle 2-1-8	1.91676721323	1.93571176351	1.94205960574
Angle 4-1-9	1.80417201592	1.82129338697	1.78842152688
Angle 4-1-8	1.93206535654	1.91464496065	1.89526406211
Angle 8-1-9	1.9039439131	1.90069572243	1.89600523828
Angle 1-2-3	1.96517431626	2.18562600859	2.18243990926
Angle 1-2-12	1.91014029181	1.40949253772	1.32737928431
Angle 1-2-11	1.92471713853	2.09141305324	2.03234054155
Angle 3-2-12	1.89727517158	1.07896419208	0.859021796642
Angle 3-2-11	1.8974318942	1.94845087732	2.06839756591
Angle 11-2-12	1.86627427473	2.61942733727	2.91015362259
Angle 2-3-10	1.97387388842	2.10812609395	2.11377874231
Angle 6-3-10	2.11422202174	2.08614441767	1.94639887103
Angle 1-4-5	1.91321005672	1.83813900627	1.91542381098
Angle 4-5-7	1.7872311461	1.79230569097	1.78459222307
Angle 3-6-12	0.49596961491	1.21757860497	1.91146834491
Angle 2-12-6	0.740554029567	1.599737509	1.28266909022
Out-of-Plane 3-2-6-10	0.000680159647061	-0.0806566161391	0.00232951279227
Dihedral 9-1-2-3	1.0838973909	2.25627580565	3.0361654985
Dihedral 9-1-2-12	-3.08713928267	3.05081548447	3.12300789501
Dihedral 9-1-2-11	-1.03875656675	-0.496158551652	-0.101246387527
Dihedral 4-1-2-3	3.09769976053	-2.00160669409	-1.2353238457
Dihedral 4-1-2-12	-1.07333691304	-1.20706701528	-1.14848144918
Dihedral 4-1-2-11	0.975045802881	1.52914425578	1.91044957546
Dihedral 8-1-2-3	-1.02112208401	0.125341727506	0.935879220584
Dihedral 8-1-2-12	1.0910265496	0.919881406324	1.0227216171
Dihedral 8-1-2-11	3.13940926552	-2.6270926298	-2.20153266544
Dihedral 9-1-4-5	-3.02072432319	-2.866845004	-2.78766226182
Dihedral 2-1-4-5	1.17179658187	1.30644857416	1.41151376888
Dihedral 8-1-4-5	-0.98412068757	-0.832868686611	-0.783842927661
Dihedral 1-2-3-6	-0.00629057508531	0.28922644898	0.0384029785484
Dihedral 1-2-3-10	3.13644543024	-3.00457278963	-3.09898726693
Dihedral 12-2-3-6	-2.12577672586	-0.636375023105	-0.0729946661492
Dihedral 12-2-3-10	1.01695927946	2.35301104547	3.07280039555
Dihedral 11-2-3-6	2.13178725883	3.06887279175	-3.10744959194
Dihedral 11-2-3-10	-1.00866204303	-0.224926446854	0.0383454697655
Dihedral 1-2-12-6	-1.74584507898	-1.94953877756	-2.96412681162
Dihedral 3-2-12-6	0.406978449248	0.469569838792	0.0835499387618
Dihedral 11-2-12-6	2.45257639439	1.94795461164	0.505621575226
Dihedral 2-3-6-12	0.640975010572	0.692131612004	0.150166090226
Dihedral 10-3-6-12	-2.50184637231	-2.29920088251	-2.995294167
Dihedral 1-4-5-7	2.64644501225	3.08673499633	-2.91524672404
Dihedral 3-6-12-2	-1.39312984439	-0.463038104737	-0.0664782106091
LinearAngleX 11-2-12	0.19636620098	-0.10177124403	-0.162020910539
LinearAngleY 11-2-12	1.17432792281	0.505185095532	0.164201744724
Out-of-Plane 2-1-3-12	-0.537300630401	-1.98192128258	-3.02416629195
Out-of-Plane 2-1-3-11	0.52816098219	0.209775152631	0.00233135764928
Out-of-Plane 2-1-11-12	0.608757383842	0.333561211222	0.0776384552612
Out-of-Plane 2-3-11-12	-0.621150886445	-0.526626944775	-0.130634445957
