Internals 	 minnodeR: 0 	 TSnode: 3 	 minnodeP: 8
Translation-X 1-12	1.03240833333	0.884354023258	1.03240833333
Translation-Y 1-12	1.11162583333	1.07813188703	1.1116258325
Translation-Z 1-12	-1.50298083333	-1.5540333576	-1.50298083417
Rotation-A 1-12	6.74192912379e-07	0.00735890670222	2.67955920793e-07
Rotation-B 1-12	2.33473762206e-07	0.0157110101761	-1.55596112785e-07
Rotation-C 1-12	1.56762962386e-07	-0.0114202720585	-1.82690036127e-07
Distance 1-9	1.09672033945	1.0795634279	1.08700293277
Distance 1-2	1.53134596532	1.68065083726	1.53166119036
Distance 1-4	1.40239937522	2.12285904882	3.15522418179
Distance 1-8	1.09349132379	1.12985467886	1.08737271968
Distance 1-10	2.67576272894	1.3253765712	1.08662195374
Distance 2-3	1.50351242169	1.56608784537	1.50288354275
Distance 2-12	1.09140004652	1.25829802981	1.08988176637
Distance 2-11	1.09261647899	1.09072011841	1.09050257939
Distance 3-4	2.97494180987	1.92014551406	1.35557055442
Distance 3-6	1.19658833863	1.16782939394	1.19649544909
Distance 3-10	1.10867914196	1.96949634971	3.42274476751
Distance 4-5	1.4291775014	1.40281202839	1.41694134155
Distance 5-7	0.965623076381	0.966069789106	0.968927955295
Angle 9-1-10	2.72527831474	2.39062256155	1.89445681461
Angle 2-1-9	1.91909904233	1.90312853247	1.92997225067
Angle 2-1-4	1.97434663951	1.42231217003	0.859494502043
Angle 2-1-8	1.94089995237	2.57533510119	1.92436083588
Angle 4-1-8	1.79602682769	1.87964446011	1.76942750419
Angle 4-1-10	1.63609028822	1.89339993533	2.59236592867
Angle 8-1-9	1.91167759869	1.68501026079	1.90144404392
Angle 1-2-3	1.95521286113	1.53955919641	1.9127531634
Angle 1-2-12	1.92260550861	2.94944388104	1.92097096003
Angle 1-2-11	1.89665700472	2.03467289632	1.91705803011
Angle 3-2-12	1.91306993235	1.61315523228	1.87947852783
Angle 3-2-11	1.88003985924	2.70492517256	1.91411397651
Angle 11-2-12	1.89477603216	1.11617000972	1.9191062475
Angle 2-3-4	0.962467719726	1.59339428255	2.05463140017
Angle 2-3-10	1.98024529171	0.905219118482	0.436103922148
Angle 4-3-6	2.21657303288	1.85080095608	2.02488374987
Angle 4-3-10	1.50049881612	1.63447459822	1.94964224963
Angle 6-3-10	2.11578566875	2.42836326952	2.18327051761
Angle 1-4-3	1.00338506376	1.18328401832	0.850171710384
Angle 1-4-5	1.90799154449	1.63351981171	1.33242080351
Angle 3-4-5	1.86671740727	1.71226982688	2.0261374748
Angle 4-5-7	1.78545878949	1.79649473319	1.77640212049
Angle 1-10-3	1.21685199647	1.47050105217	0.434436749657
Out-of-Plane 1-2-10-9	-0.192194724701	-0.356193913013	-0.579212945793
Out-of-Plane 1-2-10-8	-0.311096559573	0.0433102247969	0.580125785629
Out-of-Plane 1-4-9-10	0.0484672697346	0.16313911766	0.381943992435
Out-of-Plane 1-8-10-9	0.292274558254	0.463465588337	0.634025732098
Out-of-Plane 3-2-6-10	-0.00637300372387	-0.893350719125	-1.89857477861
Dihedral 9-1-2-3	3.07111607241	-2.64989108964	-1.0914984109
Dihedral 9-1-2-12	-1.07774108004	-1.01781763148	3.12784857497
Dihedral 9-1-2-11	0.99597711233	0.553315574855	1.01246986454
Dihedral 4-1-2-3	-1.06034083629	-0.727808260888	-0.517971136209
Dihedral 4-1-2-12	1.07398731844	0.904265197272	-2.58180945752
Dihedral 4-1-2-11	-3.13547979636	2.47539840361	1.58599713923
Dihedral 8-1-2-3	0.950673554917	1.18733721506	1.01241832679
Dihedral 8-1-2-12	3.08500170965	2.81941067322	-1.05141999452
Dihedral 8-1-2-11	-1.12446540516	-1.89264142762	3.11638660222
Dihedral 10-1-2-3	0.297568593895	1.29797356985	3.10274979089
Dihedral 10-1-2-12	2.43189674863	2.93004702801	1.03891146958
Dihedral 10-1-2-11	-1.77757036618	-1.78200507284	-1.07646724085
Dihedral 9-1-4-3	2.65833713273	2.49657023081	-2.95999169481
Dihedral 9-1-4-5	0.944036588916	0.798470092776	0.798468655455
Dihedral 2-1-4-3	0.506071500856	0.625790407066	0.759064557041
Dihedral 2-1-4-5	-1.20822904296	-1.07230973097	-1.76566039988
Dihedral 8-1-4-3	-1.58985572984	-1.95712604825	-1.10886582243
Dihedral 8-1-4-5	2.97902903353	2.62795912089	2.64959452783
Dihedral 10-1-4-3	-0.426960178174	-0.371311010219	1.7407255976
Dihedral 10-1-4-5	-2.14126072199	-2.06941114825	-0.783999359324
Dihedral 9-1-10-3	-1.39431425554	-2.42927433476	-2.14870451652
Dihedral 2-1-10-3	-0.403839171163	-0.87767252298	-0.0381748202958
Dihedral 4-1-10-3	1.61607459665	0.335424715834	-0.770988647746
Dihedral 8-1-10-3	-2.87893619432	2.20444809141	2.0679410263
Dihedral 1-2-3-4	0.479083681459	0.814755674084	1.40436414875
Dihedral 1-2-3-6	2.46731562234	-3.04430447061	-1.71289280595
Dihedral 1-2-3-10	-0.685053051888	-0.81926236958	-0.0274810723559
Dihedral 12-2-3-4	-1.66066987966	-2.13487900375	-2.78937092217
Dihedral 12-2-3-6	0.327562061217	0.289246158738	0.376557430303
Dihedral 12-2-3-10	-2.82480661301	2.51428825977	2.0619691639
Dihedral 11-2-3-4	2.56400448472	-2.45741633924	-0.701391965904
Dihedral 11-2-3-6	-1.73094888158	-0.0332911767546	2.46453638657
Dihedral 11-2-3-10	1.39986775137	2.19175092428	-2.13323718701
Dihedral 2-3-4-1	-0.586348758875	-0.671075069442	-0.643791194858
Dihedral 2-3-4-5	1.20200512063	0.909976286117	0.032490127832
Dihedral 6-3-4-1	-2.52240220771	2.74374984836	2.47596271958
Dihedral 6-3-4-5	-0.734048328208	-1.95838410326	-3.13094126491
Dihedral 10-3-4-1	1.54939872298	0.234180998662	-0.176726278869
Dihedral 10-3-4-5	-2.9454327047	1.81523235422	0.499555043821
Dihedral 2-3-10-1	0.365974355224	1.19637719477	3.05479111387
Dihedral 4-3-10-1	-0.490515707722	-0.353143270696	1.14652013112
Dihedral 6-3-10-1	-2.78590139987	-2.44401882867	-1.45310019422
Dihedral 1-4-5-7	2.82413764074	-2.83136079761	-2.67819034113
Dihedral 3-4-5-7	1.7637328974	2.26381468927	3.09979688598
Angle 2-1-10	0.961818942177	1.09035025919	1.91461472841
Angle 4-1-9	1.9181256713	1.94976622376	1.1958399866
Angle 8-1-10	1.15883000232	1.48790389157	1.89842007875
